"","Trade.Name","County","Inspection.Grade","Inspection.Date","Owner.Name","Street","City","State.Code","Zip.Code","Deficiency.Number","Deficiency.Description","Location","id"
"16945","WILLIAM ORGANIC MARKET","Kings","A",2018-09-27,"WILLIAM ORGANIC MARKET INC","296 LEONARD ST","BROOKLYN","NY",11211,"","","296 LEONARD ST
BROOKLYN, NY 11211
(40.714356, -73.947735)",11860
"16946","WILLIAM POLL","New York","A",2018-07-24,"WILLIAM POLL INC","1051 LEXINGTON AVE","NEW YORK","NY",10021,"","","1051 LEXINGTON AVE
NEW YORK, NY 10021
(40.772196, -73.960915)",13665
"16947","WILLIAM VERAS BODEGA","New York","A",2018-07-16,"WILLIAM VERAS BODEGA CORP","257 DYCKMAN ST","NEW YORK","NY",10034,"","","257 DYCKMAN ST
NEW YORK, NY 10034
(40.866539, -73.928517)",14515
"16948","WILLIAMS GROCERY&DELI","Queens","A",2019-02-19,"WILLIAMS NEVILLE","126-06 LIBERTY AVE","RICHMOND HILL","NY",11419,"","","126-06 LIBERTY AVE
RICHMOND HILL, NY 11419
(40.688477, -73.818414)",24558
"16949","WILLIAMS SONOMA  813","Albany","A",2019-02-05,"WILLIAMS SONOMA INC","120 WASHINGTON AVE EXT SUITE D215","ALBANY","NY",12203,"","","120 WASHINGTON AVE EXT SUITE D215
ALBANY, NY 12203
(42.690286, -73.842758)",6537
"16950","WILLIAMSBURG BAGEL","Kings","A",2018-05-31,"CHAIMS GROCERY INC","7 HEYWARD ST#","BROOKLYN","NY",11249,"","","7 HEYWARD ST#
BROOKLYN, NY 11249
(40.699595, -73.959355)",9534
"16951","WILLIAMSBURG ORGANIC DE","Kings","A",2019-02-01,"WILLIAMSBURG ORGANIC DELI CORP","301 UNION AVE","BROOKLYN","NY",11211,"","","301 UNION AVE
BROOKLYN, NY 11211
(40.709496, -73.950878)",12117
"16952","WILLIAMSBURG ORGANIC FD","Kings","A",2018-04-06,"WILLIAMSBURG ORGANIC FOOD CORP","153 HAVEMEYER ST","BROOKLYN","NY",11211,"","","153 HAVEMEYER ST
BROOKLYN, NY 11211
(40.71149, -73.957605)",11072
"16953","WILLIAMSBURGH DELI&GRCY","Kings","A",2018-11-09,"WILLIAMSBURGH DELI&GROCERY INC","168 GRAHAM AVE","BROOKLYN","NY",11206,"","","168 GRAHAM AVE
BROOKLYN, NY 11206
(40.707435, -73.94322)",11539
"16954","WILLIS GOURMET DELI","Bronx","A",2018-11-28,"WILLIS GOURMET DELI CORP","302 WILLIS AVE","BRONX","NY",10454,"","","302 WILLIS AVE
BRONX, NY 10454
(40.810514, -73.921885)",6913
"16955","WILLISTON PARK DAIRY","Nassau","A",2018-11-15,"UMIYA MART INC","675 WILLIS AVE","WILLISTON PARK","NY",11596,"","","675 WILLIS AVE
WILLISTON PARK, NY 11596
(40.763495, -73.646694)",12328
"16956","WILLOUGHBY GENERAL STOR","Kings","A",2019-02-07,"WILLOUGHBY GENERAL STORE LLC","518 A WILLOUGHBY AVE","BROOKLYN","NY",11206,"","","518 A WILLOUGHBY AVE
BROOKLYN, NY 11206
(40.693936, -73.94868)",11141
"16957","WILLOW ROCK BREWING CO","Onondaga","A",2019-02-14,"HALF IN THE BAG BREWERY LLC","115 GAME RD","SYRACUSE","NY",13210,"","","115 GAME RD
SYRACUSE, NY 13210
(43.012541, -76.131449)",121
"16958","WILLYS DELI","Kings","A",2018-07-17,"WILLYS DELI CORP","1356 ROCKAWAY PKWY","BROOKLYN","NY",11236,"","","1356 ROCKAWAY PKWY
BROOKLYN, NY 11236
(40.646534, -73.903868)",12696
"16959","WILSON 26 DELI GROCERY","Kings","A",2018-05-03,"WILSON 26 DELI GROCERY CORP","26 WILSON AVE","BROOKLYN","NY",11237,"","","26 WILSON AVE
BROOKLYN, NY 11237
(40.703155, -73.930031)",11650
"16960","WILSON DELI","Broome","A",2018-05-01,"QUICK STOP DELI INC","296 MAIN STREET","JOHNSON CITY","NY",13790,"","","296 MAIN STREET
JOHNSON CITY, NY 13790
(42.115887, -75.957368)",7100
"16961","WILSON FOOD MARKET","Kings","A",2018-07-18,"WILSON FOOD MARKET CORP","625 WILSON AVE","BROOKLYN","NY",11207,"","","625 WILSON AVE
BROOKLYN, NY 11207
(40.689715, -73.906403)",11905
"16962","WILSON POULTRY","Kings","A",2019-01-24,"WILSON POULTRY MARKET INC","205 WILSON ST","BROOKLYN","NY",11211,"","","205 WILSON ST
BROOKLYN, NY 11211
(40.707076, -73.959811)",11645
"16963","WILSONS COUNTRY STORE","St. Lawrence","A",2019-02-14,"WILSON EDWARD J&DIANE M","COR MEIN&TOWNLINE RD","CHASE MILLS","NY",13621,"","","",1553
"16964","WILSONS LAKESIDE MARKET","Niagara","A",2018-06-19,"C&J BOWMAN INC","337 LAKE ST #","WILSON","NY",14172,"","","337 LAKE ST #
WILSON, NY 14172
(43.308862, -78.826047)",13892
"16965","WILSONS MARKET","Ulster","A",2019-01-23,"WILSONS MARKET OF ELLENVILLE INC","14 CANAL ST","ELLENVILLE","NY",12428,"","","14 CANAL ST
ELLENVILLE, NY 12428
(41.720839, -74.402149)",18297
"16966","WILTON AVE DELI & GROCE","Bronx","C",2018-12-18,"WILTON AVE DELI & GROCERY INC","143 E 149TH STREET","BRONX","NY",10451,"04F","- Approximately 16-18 fresh shiny appearing mouse droppings were noted on shelves containing bottles of salad dressing in cabinet in the deli food preparation area.","143 E 149TH STREET
BRONX, NY 10451
(40.818818, -73.928125)",2652
"16967","WILTON MOBIL MART","Saratoga","A",2018-10-17,"PARILLO FRANK J","216 BALLARD RD","GANSEVOORT","NY",12831,"","","216 BALLARD RD
GANSEVOORT, NY 12831
(43.170345, -73.714156)",16581
"16968","WIN ASIAN MARKET","Erie","A",2018-06-01,"SOE LWIN & SAN NAN H","113 GRANT STREET","BUFFALO","NY",14213,"","","113 GRANT STREET
BUFFALO, NY 14213
(42.917059, -78.890595)",9103
"16969","WIN DISCOUNT MART","Kings","A",2018-10-22,"S & S BK INC","2328 BATH AVE","BROOKLYN","NY",11214,"","","2328 BATH AVE
BROOKLYN, NY 11214
(40.596488, -73.994356)",11836
"16970","WIN FA MARKET","Monroe","A",2018-11-16,"WIN FA MARKET INC","4 LAKE AVE","ROCHESTER","NY",14608,"","","4 LAKE AVE
ROCHESTER, NY 14608
(43.164804, -77.623345)",12597
"16971","WIN FOR LIFE CNDY & GRO","Queens","A",2018-12-10,"WIN FOR LIFE CANDY & GROCERY CORP","105-15 177TH STREET","JAMAICA","NY",11433,"","","105-15 177TH STREET
JAMAICA, NY 11433
(40.703107, -73.780994)",5222
"16972","WIN LI ORIENTAL MARKET","Tompkins","A",2018-08-07,"WIN LI SUPERMARKET INC","374 ELMIRA RD","ITHACA","NY",14850,"","","374 ELMIRA RD
ITHACA, NY 14850
(42.421377, -76.5179)",17581
"16973","WIN MARKET NY","Queens","A",2018-12-24,"WIN MARKET NY INC","102-01 101ST AVE","OZONE PARK","NY",11416,"","","102-01 101ST AVE
OZONE PARK, NY 11416
(40.68579, -73.840639)",5481
"16974","WIN SEAFOOD MARKET","New York","C",2019-02-26,"WIN SEAFOOD MARKET INC","218 CANAL ST","NEW YORK","NY",10013,"05B","Critical Processing or Salvaging Parameters are not met","218 CANAL ST
NEW YORK, NY 10013
(40.717436, -73.99914)",21680
"16975","WINDSOR BIG M","Broome","A",2018-10-22,"FINCH ENTERPRISES INC","500 CHAPEL ST","WINDSOR","NY",13865,"","","",4027
"16976","WINDSOR FARMS MARKET","Kings","A",2019-02-25,"FRESH N SAVE FOOD CORP","589 PROSPECT AVE","BROOKLYN","NY",11215,"","","589 PROSPECT AVE
BROOKLYN, NY 11215
(40.656449, -73.977791)",26905
"16977","WINDSOR TERRACE FOOD CO","Kings","A",2018-09-14,"WINDSOR TERRACE FOOD COOPERATIVE","825 CATON AVE","BROOKLYN","NY",11218,"","","825 CATON AVE
BROOKLYN, NY 11218
(40.647992, -73.972181)",11188
"16978","WINDWOOD FARMS","Ulster","A",2018-07-24,"GANGEMI LOU","1631 RTE 44/55","CLINTONDALE","NY",12515,"","","1631 RTE 44/55
CLINTONDALE, NY 12515
(41.675245, -74.078106)",5759
"16979","WINDY ACRES FARM","Suffolk","A",2018-05-31,"YAKABOSKI DIANE&FUNFGELD THOMAS","3810 MIDDLE COUNTRY RD #","CALVERTON","NY",11933,"","","3810 MIDDLE COUNTRY RD #
CALVERTON, NY 11933
(40.927163, -72.751118)",18178
"16980","WINDY HILL ORCHARD","Oneida","C",2018-10-05,"WINDY HILL ORCHARD INC","577 EAST ST #","CASSVILLE","NY",13318,"04F","- 10+ fresh appearing mouse droppings are present on kitchen hot mittens and on shelving in the food prep area. 

 - 10+ live house-type flies are noted in the retail sales area. Flies noted inside retail sales sweet goods case. 3+ live house-type flies are noted in the food prep area.","577 EAST ST #
CASSVILLE, NY 13318
(42.892895, -75.227152)",25486
"16981","WINE CELLARS LTD","Steuben","A",2018-10-02,"KONSTANTIN D FRANK&SONS VINIFERA","9749 MIDDLE RD","HAMMONDSPORT","NY",14840,"","","9749 MIDDLE RD
HAMMONDSPORT, NY 14840
(42.473809, -77.183168)",16473
"16982","WINERY OF ELLICOTTVILLE","Cattaraugus","A",2018-04-26,"WINERY OF ELLICOTTVILLE LLC","14 MONROE ST #","ELLICOTTVILLE","NY",14731,"","","14 MONROE ST #
ELLICOTTVILLE, NY 14731
(42.276078, -78.671541)",8260
"16983","WING FAT CO","Kings","A",2018-12-19,"WING FAT CO INC","6012 8TH AVE","BROOKLYN","NY",11220,"","","6012 8TH AVE
BROOKLYN, NY 11220
(40.635209, -74.009855)",11347
"16984","WING FAT COMPANY","Kings","A",2018-07-10,"WING FAT COMPANY INC","5718 8TH AVE","BROOKLYN","NY",11220,"","","5718 8TH AVE
BROOKLYN, NY 11220
(40.636807, -74.008185)",11745
"16985","WING LONG TRADING","New York","A",2018-12-13,"WING LONG TRADING INC","113 MOTT STREET SUITE B","NEW YORK","NY",10013,"","","113 MOTT STREET SUITE B
NEW YORK, NY 10013
(40.717589, -73.997281)",13751
"16986","WING-LEE BAKERY","Kings","A",2018-05-03,"WING-LEE BAKERY INC","5904 FT HAMILTON PKWY","BROOKLYN","NY",11219,"","","5904 FT HAMILTON PKWY
BROOKLYN, NY 11219
(40.633422, -74.005076)",11904
"16987","WINGATE GROCERY","Kings","C",2018-11-05,"WINGATE GROCERY CORP","546 MIDWOOD STREET","BROOKLYN","NY",11203,"06B","Potentially hazardous foods are not stored at safe temperatures","546 MIDWOOD STREET
BROOKLYN, NY 11203
(40.660626, -73.942284)",11699
"16988","WINNERS AFRICAN MARKET","Kings","B",2018-09-04,"WINNERS AFRICAN MARKET INC","379 THOMAS-BOYLAND STREET","BROOKLYN","NY",11233,"02B","-20 pounds of Jasmine Rice noted on retail shelf to be infested with beetles.   Product destroyed under signed waiver during inspection.","379 THOMAS-BOYLAND STREET
BROOKLYN, NY 11233
(40.671563, -73.914165)",21657
"16989","WINNERS CIRCLE DELI","Yates","A",2018-06-19,"MORSE SAMUEL L","20 MAIN ST","DUNDEE","NY",14837,"","","20 MAIN ST
DUNDEE, NY 14837
(42.522814, -76.976699)",18544
"16990","WINNERS CONVENIENCE","Queens","A",2018-08-07,"WINNERS CONVENIENCE STORE","61-02 B ROOSEVELT AVE","WOODSIDE","NY",11377,"","","61-02 B ROOSEVELT AVE
WOODSIDE, NY 11377
(40.74561, -73.903164)",5155
"16991","WINSOME DELI","New York","A",2019-02-26,"WINSOME DELI INC","482 A LENOX AVE","NEW YORK","NY",10037,"","","482 A LENOX AVE
NEW YORK, NY 10037
(40.813349, -73.941327)",2533
"16992","WISE DELI AND GROCERY","Kings","A",2018-05-14,"WISE DELI AND GROCERY CORP","821 FRANKLIN AVE","BROOKLYN","NY",11225,"","","821 FRANKLIN AVE
BROOKLYN, NY 11225
(40.67019, -73.958136)",11798
"16993","WITHERS DELI&GROCERY","Kings","B",2019-01-31,"WITHERS DELI&GROCERY INC","380 MANHATTAN AVE","BROOKLYN","NY",11211,"04H","- Equipment cleaning or sanitizing facilities for deli food preparation/food service area are inadequate as follows: warewash sink is soiled and cross utilized as mop sink. Utensils observed in the sink at the time of inspection.","380 MANHATTAN AVE
BROOKLYN, NY 11211
(40.717048, -73.946529)",1188
"16994","WKFC","Nassau","A",2018-10-15,"WKFC LLC","810 SOUTH BROADWAY","HICKSVILLE","NY",11801,"","","810 SOUTH BROADWAY
HICKSVILLE, NY 11801
(40.748668, -73.502764)",12178
"16995","WM H BUCKLEY FARM","Saratoga","A",2019-02-28,"WM H BUCKLEY FARM LLC","946 RT 50","BALLSTON LAKE","NY",12019,"","","946 RT 50
BALLSTON LAKE, NY 12019
(42.931613, -73.877948)",2929
"16996","WNY FUN FOODS","Erie","A",2019-02-28,"WNY FUN FOODS INC","456 HINMAN AVE","BUFFALO","NY",14216,"","","456 HINMAN AVE
BUFFALO, NY 14216
(42.956518, -78.886709)",23836
"16997","WOLF RD MOBIL","Albany","C",2019-02-04,"88 WOLF RD INC","88 WOLF RD","ALBANY","NY",12205,"03D","-  Handwash sink in pizza prep area is not provided. The closest sink is over 30' away and through two doors.","88 WOLF RD
ALBANY, NY 12205
(42.71536, -73.811648)",27339
"16998","WOLFES MARKET","Schenectady","A",2019-02-14,"WOLFE DENNIS&CHRISTINE","10218 DUANESBURG ROAD","QUAKER STREET","NY",12141,"","","",305
"16999","WOLFS GROCERY","Kings","A",2018-05-16,"WOLF ADALBERT","2362 NOSTRAND AVE","BROOKLYN","NY",11210,"","","2362 NOSTRAND AVE
BROOKLYN, NY 11210
(40.627226, -73.946962)",11426
"17000","WONDER BREAD","Schenectady","A",2018-03-29,"LEPAGE BAKERIES PARK ST, LLC","3108 CARMAN ROAD","SCHENECTADY","NY",12303,"","","3108 CARMAN ROAD
SCHENECTADY, NY 12303
(42.763518, -73.939677)",16228
"17001","WONDER J GROCERY STORE","Kings","A",2018-03-27,"WONDER J GROCERY STORE INC","5120 7TH AVE #","BROOKLYN","NY",11220,"","","5120 7TH AVE #
BROOKLYN, NY 11220
(40.641421, -74.00698)",11380
"17002","WONG KWONG HOP TOFU","Queens","A",2019-03-13,"WONG KWONG HOP INC","85-27 GRAND AVE","ELMHURST","NY",11373,"","","85-27 GRAND AVE
ELMHURST, NY 11373
(40.735469, -73.881267)",772
"17003","WOODAVEN BLVD DELI & GR","Queens","C",2018-11-02,"WOODAVEN BLVD DELI & GRILL CORP","8334 WOODHAVEN BLVD","RIDGEWOOD","NY",11385,"04H","- Equipment cleaning or sanitizing facilities for the establishment are inadequate as follows:  Three bay sink in the rear of the establishment is non-functional.  Establishment handles exposed ready-to-eat food daily.","8334 WOODHAVEN BLVD
RIDGEWOOD, NY 11385
(40.702289, -73.85538)",20256
"17004","WOODBOURNE FRUIT","Sullivan","A",2018-07-10,"WOODBOURNE FRUITS INC","MAIN ST","WOODBOURNE","NY",12788,"","","",4744
"17005","WOODBOURNE SUPERMARKET","Sullivan","A",2018-07-10,"R & AZ FOODS INC","435 STATE RT 42","WOODBOURNE","NY",12788,"","","",5606
"17006","WOODBURY KOSHER MEATS","Nassau","B",2018-05-15,"WOODBURY KOSHER MEATS INC","428 S OYSTER BAY RD","HICKSVILLE","NY",11801,"04A","Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","428 S OYSTER BAY RD
HICKSVILLE, NY 11801
(40.781028, -73.502779)",1474
"17007","WOODBURY VINEYARDS","Chautauqua","A",2018-04-13,"WOODBURY VINEYARDS INC","3215 S ROBERTS RD","FREDONIA","NY",14063,"","","3215 S ROBERTS RD
FREDONIA, NY 14063
(42.455302, -79.270206)",7551
"17008","WOODCOCK BROTHERS BREWI","Niagara","A",2018-07-20,"WOODCOCK BROTHERS BREWING CO INC","638 LAKE ST#","WILSON","NY",14172,"","","638 LAKE ST#
WILSON, NY 14172
(43.298414, -78.826005)",15107
"17009","WOODFIELD GROCERY","Nassau","A",2018-10-03,"WOODFIELD MINI MARKET INC","1017 WOODFIELD RD","WEST HEMPSTEAD","NY",11552,"","","1017 WOODFIELD RD
WEST HEMPSTEAD, NY 11552
(40.676698, -73.652903)",13011
"17010","WOODHAVEN 9218 MARKET","Queens","A",2019-01-08,"WOODHAVEN 9218 MARKET INC","92-18 JAMAICA AVE","WOODHAVEN","NY",11421,"","","92-18 JAMAICA AVE
WOODHAVEN, NY 11421
(40.705399, -73.795056)",5597
"17011","WOODLAND MARKET","Jefferson","A",2019-03-13,"THERMART LLC","121 COMMERCIAL ST #","THERESA","NY",13691,"","","121 COMMERCIAL ST #
THERESA, NY 13691
(44.215674, -75.797044)",447
"17012","WOODLAWN & JEROME","Bronx","A",2018-09-18,"WOODLAWN & JEROME CORP","3598 JEROME AVE","BRONX","NY",10467,"","","3598 JEROME AVE
BRONX, NY 10467
(40.885274, -73.879274)",7215
"17013","WOODLAWN DELI","Erie","A",2018-08-28,"WOODLAWN DELI INC","S 3306 LAKESHORE RD","BLASDELL","NY",14219,"","","",8638
"17014","WOODRIDGE SUPERMARKET","Sullivan","A",2019-02-06,"SM WOODRIDGE INC","3 MAURICE ROSE ST #","WOODRIDGE","NY",12789,"","","3 MAURICE ROSE ST #
WOODRIDGE, NY 12789
(41.710044, -74.57325)",18434
"17015","WOODROW BAGLES","Richmond","A",2018-11-26,"WOODROW BAGLES INC","896 HUGUENOT AVE","STATEN ISLAND","NY",10312,"","","896 HUGUENOT AVE
STATEN ISLAND, NY 10312
(40.532654, -74.19216)",15537
"17016","WOODROW FISH MARKET","Richmond","A",2019-01-11,"WOODROW FISH MARKET INC","655 ROSSVILLE AVE SUITE 201","STATEN ISLAND","NY",10309,"","","655 ROSSVILLE AVE SUITE 201
STATEN ISLAND, NY 10309
(40.542398, -74.208266)",15573
"17017","WOODSIDE DELI & BAGEL","Queens","A",2018-05-14,"NEW WOODSIDE DELI & BAGEL CORP","54-12 31ST AVE","WOODSIDE","NY",11377,"","","54-12 31ST AVE
WOODSIDE, NY 11377
(40.757, -73.907255)",4393
"17018","WOODSIDE FARMS","Suffolk","A",2018-10-22,"WOODSIDE ORCHARDS INC","729 MAIN ROAD #","AQUEBOGUE","NY",11931,"","","729 MAIN ROAD #
AQUEBOGUE, NY 11931
(40.947453, -72.618336)",18081
"17019","WOODSIDE GROCERY & DISC","Queens","A",2018-10-22,"WOODSIDE GROCERY & DISCOUNT INC","76-02 WOODSIDE AVE","ELMHURST","NY",11373,"","","76-02 WOODSIDE AVE
ELMHURST, NY 11373
(40.743418, -73.888768)",5254
"17020","WOODSIDE SUPER CONV STR","Queens","A",2018-08-23,"UDDIN SHEIKH","51-01 SKILLMAN AVE","WOODSIDE","NY",11377,"","","51-01 SKILLMAN AVE
WOODSIDE, NY 11377
(40.746004, -73.913089)",5651
"17021","WOODSTOCK MEAT MARKET","Ulster","A",2018-08-29,"WOODSTOCK MEAT MARKET INC","57 MILL HILL RD","WOODSTOCK","NY",12498,"","","57 MILL HILL RD
WOODSTOCK, NY 12498
(42.039464, -74.115162)",17997
"17022","WOODSTOCK OASIS","Sullivan","A",2018-06-21,"MOORE MARK A","2166 ROUTE 17B #","BETHEL","NY",12720,"","","",5156
"17023","WOODSTREAM CAMPSITE","Wyoming","A",2018-10-19,"WOODSTREAM CAMPSITE INC","5440 SCHOOL RD","GAINESVILLE","NY",14066,"","","5440 SCHOOL RD
GAINESVILLE, NY 14066
(42.630268, -78.122082)",18212
"17024","WOODYS","St. Lawrence","A",2018-07-31,"WOODYS MARKET LLC","100 RUSSELL RD","HERMON","NY",13652,"","","100 RUSSELL RD
HERMON, NY 13652
(44.462078, -75.229493)",16589
"17025","WOODYS COUNTRY STORE","Madison","A",2018-08-15,"TITUS ASHLEY & ZACHARY","2102 STATE ROUTE 13","NEW WOODSTOCK","NY",13122,"","","2102 STATE ROUTE 13
NEW WOODSTOCK, NY 13122
(42.825345, -75.834625)",4089
"17026","WOODYS GENERAL STORE","St. Lawrence","A",2018-04-24,"SMITH PATRICK A","146 E ORVIS ST","MASSENA","NY",13662,"","","146 E ORVIS ST
MASSENA, NY 13662
(44.929403, -74.885966)",16285
"17027","WOOGIES DELI","Orange","A",2018-10-22,"DBBB INC","21 PIKE ST","PORT JERVIS","NY",12771,"","","21 PIKE ST
PORT JERVIS, NY 12771
(41.373118, -74.695616)",14630
"17028","WOOPS!","New York","A",2018-07-30,"MAC PA LLC","2 PENN AVE","NEW YORK","NY",10119,"","","2 PENN AVE
NEW YORK, NY 10119
(40.749555, -73.991665)",14383
"17029","WORLD FAMOUS DELI","Kings","A",2018-05-30,"WORLD FAMOUS DELI CORP","475 BERGEN STREET","BROOKLYN","NY",11217,"","","475 BERGEN STREET
BROOKLYN, NY 11217
(40.680795, -73.974781)",12816
"17030","WORLD FARM","Kings","A",2018-07-27,"TTW FARM INC","655 GRAND ST","BROOKLYN","NY",11211,"","","655 GRAND ST
BROOKLYN, NY 11211
(40.711432, -73.946122)",11540
"17031","WORLD FRUIT FARM","Queens","A",2019-02-14,"WORLD FRUIT FARM CORP","92-01 63RD DR","REGO PARK","NY",11374,"","","92-01 63RD DR
REGO PARK, NY 11374
(40.72757, -73.863973)",2490
"17032","WORLD HEALTH JUICE BAR","Kings","A",2018-08-30,"WORLD HEALTH JUICE BAR & DELI COR","48 RALPH AVE","BROOKLYN","NY",11221,"","","48 RALPH AVE
BROOKLYN, NY 11221
(40.688736, -73.923872)",11533
"17033","WORLD WIDE DIRECT SEAFD","Bronx","A",2018-05-09,"WORLD WIDE DIRECT SEAFOOD LLC","800 FOOD CENTER DR  UNIT 13","BRONX","NY",10474,"","","800 FOOD CENTER DR UNIT 13
BRONX, NY 10474
(40.804588, -73.875812)",7449
"17034","WORLD WIDE NEWS","Monroe","A",2018-05-25,"THEOS INC","100 ST PAUL ST","ROCHESTER","NY",14604,"","","100 ST PAUL ST
ROCHESTER, NY 14604
(43.158705, -77.609755)",11959
"17035","WORTMAN DELI","Kings","A",2018-09-26,"WORTMAN DELI CORP","140 WORTMAN AVE","BROOKLYN","NY",11207,"","","140 WORTMAN AVE
BROOKLYN, NY 11207
(40.655751, -73.887733)",11597
"17036","WRIGHT FARMS","Ulster","A",2018-08-15,"WRIGHT THEODORE L","699 RT 208","GARDINER","NY",12525,"","","699 RT 208
GARDINER, NY 12525
(41.666768, -74.138454)",5071
"17037","WRIGHTS BEVERAGE","Schuyler","A",2019-01-17,"MALIALEE LTD","438 S FRANKLIN ST","WATKINS GLEN","NY",14891,"","","438 S FRANKLIN ST
WATKINS GLEN, NY 14891
(42.370253, -76.86792)",16328
"17038","WS DELI","New York","B",2018-11-20,"WESTSIDE STOP ONE DELI CORP","94 STREET","NEW YORK","NY",10025,"04A","Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","",4043
"17039","WSTEN MINI MART","Monroe","A",2018-06-07,"SHEZA ENTERPRISES INC","335 EAST HENRIETTA RD","ROCHESTER","NY",14620,"","","335 EAST HENRIETTA RD
ROCHESTER, NY 14620
(43.114966, -77.616266)",11976
"17040","WURTSBORO DELI & MART","Sullivan","A",2018-07-19,"WURTSBORO DELI & MART INC","171 SULLIVAN ST","WURTSBORO","NY",12790,"","","171 SULLIVAN ST
WURTSBORO, NY 12790
(41.577187, -74.48772)",18706
"17041","WY FOOD","Kings","A",2018-04-30,"WY FOOD CORP","270 5TH AVE","BROOKLYN","NY",11215,"","","270 5TH AVE
BROOKLYN, NY 11215
(40.674509, -73.981847)",11210
"17042","WYCKOFF DELI","Queens","A",2018-06-06,"WYCKOFF DELI CORP","1034 WYCKOFF AVE","RIDGEWOOD","NY",11385,"","","1034 WYCKOFF AVE
RIDGEWOOD, NY 11385
(40.695329, -73.903642)",15831
"17043","WYCKOFF SMOKE SHOP & CO","Kings","A",2018-09-24,"WYCKOFF SMOKE SHOP & CONVENIENCE","301 WYCKOFF AVENUE","BROOKLYN","NY",11237,"","","301 WYCKOFF AVENUE
BROOKLYN, NY 11237
(40.700256, -73.912385)",11427
"17044","WYONA DELI & GROCERY","Kings","A",2018-05-09,"WYONA DELI & GROCERY CORP","604 WYONA ST","BROOKLYN","NY",11207,"","","604 WYONA ST
BROOKLYN, NY 11207
(40.663912, -73.890892)",11134
"17045","WYTHE AVENUE CAFE","Kings","B",2019-02-20,"NUTOVICS MOSHE","723 WYTHE AVE","BROOKLYN","NY",11249,"01C","-  Farina gruel is  home processed and potentially hazardous. 3 lb. of farina are destroyed under signed waiver during inspection.","723 WYTHE AVE
BROOKLYN, NY 11249
(40.700905, -73.960628)",21498
"17046","WZ DELI&GROCERY","Nassau","A",2018-04-09,"J&Y FOOD MARKET INC","124 PARK AVE","ROOSEVELT","NY",11575,"","","124 PARK AVE
ROOSEVELT, NY 11575
(40.683217, -73.585078)",12728
"17047","X AVENUE MILK","Kings","A",2018-09-21,"A K M DELI GROCERY INC","383-385 AVENUE X","BROOKLYN","NY",11223,"","","383-385 AVENUE X
BROOKLYN, NY 11223
(40.590709, -73.96873)",3790
"17048","XANDER MART","Erie","A",2018-07-18,"KORNOWSKI PAUL","50 DELAWARE AVE","BUFFALO","NY",14202,"","","50 DELAWARE AVE
BUFFALO, NY 14202
(42.885477, -78.879011)",7643
"17049","XCELLENTE SUPERMARKET","New York","A",2019-01-04,"F&V FOOD CORP","1568 ST NICHOLAS AVE  #","NEW YORK","NY",10040,"","","1568 ST NICHOLAS AVE #
NEW YORK, NY 10040
(40.854154, -73.930197)",13661
"17050","XI YU GROCERY","Kings","A",2018-05-07,"XI YU GROCERY CORP","4023 8TH AVE","BROOKLYN","NY",11232,"","","4023 8TH AVE
BROOKLYN, NY 11232
(40.646251, -73.998369)",11228
"17051","XIANGFU GROCERY","Kings","A",2018-10-15,"XIANGFU GROCERY INC","5111 7TH AVENUE","BROOKLYN","NY",11220,"","","5111 7TH AVENUE
BROOKLYN, NY 11220
(40.641642, -74.006751)",11387
"17052","XIN HAO NY","Kings","A",2018-03-29,"XIN HAO NY INC","5401 7TH AVE","BROOKLYN","NY",11220,"","","5401 7TH AVE
BROOKLYN, NY 11220
(40.640107, -74.008348)",11624
"17053","XIN LONG 88","Kings","A",2018-06-25,"XIN LONG 88 INC","6818 FT HAMILTON PKWY","BROOKLYN","NY",11219,"","","6818 FT HAMILTON PKWY
BROOKLYN, NY 11219
(40.628803, -74.011965)",11562
"17054","XIN XIN GROCERY","Kings","A",2019-01-15,"XIN XIN GROCERY INC","4918 4TH AVENUE","BROOKLYN","NY",11220,"","","4918 4TH AVENUE
BROOKLYN, NY 11220
(40.646653, -74.012493)",11819
"17055","XING HENG GROCERY","Kings","A",2018-05-24,"XING HENG GROCERY INC","4505 8TH AVE","BROOKLYN","NY",11220,"","","4505 8TH AVE
BROOKLYN, NY 11220
(40.643744, -74.001005)",11368
"17056","XING HUANG FOOD","New York","A",2018-07-23,"XING WANG FOOD INC","13 CATHERINE STREET","NEW YORK","NY",10038,"","","13 CATHERINE STREET
NEW YORK, NY 10038
(40.713464, -73.997313)",14962
"17057","XINGLONG GROCERY","Kings","A",2018-09-19,"XINGLONG GROCERY INC","6601 FORT HAMILTON PKWY","BROOKLYN","NY",11219,"","","6601 FORT HAMILTON PKWY
BROOKLYN, NY 11219
(40.630084, -74.010071)",11454
"17058","XIONG FENG GROCERY","Kings","B",2019-01-10,"XIONG FENG GROCERY INC","4212 8TH AVE","BROOKLYN","NY",11232,"02C","-  Preserved asparagus lettuce and crisp radish contain the unapproved additive sodium cyclamates.14.1 pounds of products destroyed under signed waiver during inspection.","4212 8TH AVE
BROOKLYN, NY 11232
(40.645326, -73.999314)",26249
